CASE,QUESTNNR,MODE,STARTED,DE01,DE02,DE03,DE04,DEMO_4,DEMO_3,DEMO_6,DEMO_5,DEMO_9,DEMO_7,DEMO_7_1,DEMO_8,DEMO_8_1,DEMO_1,DEMO_2,BJC_01,BJC_02,BJC_03,BJC_04,BJC_05,BJC_06,BJC_07,BJC_08,BJC_09,BJC_10,BJC_11,BJC_12,STH_01,STH_02,STH_03,STH_04,STH_05,STH_06,STH_07,STH_08,MNC_01,VBC_01,VBC_02,VBC_03,VBC_04,VBC_05,VBC_06,VBC_07,VBC_08,VC_01,VC_02,group,identity_threat,religious_endorse,ATT_CHECK,BL_01,BL_02,BL_03,BL_04,BL_05,TIME001,TIME002,TIME003,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
1179,base,interview,7/6/2020 13:01,1,2,1,1,1,23,3,4,1,8,,5,,3,6,7,6,7,5,6,7,7,7,4,4,7,7,5,7,7,7,2,5,1,1,1,7,4,4,5,3,5,7,6,-1,4,4,1,-1,4,1,2,4,3,3,161,17,128,85,112,,37,61,104,80,30,197,28,75,1115,,7/6/2020 13:20,1,0,15,15,0,0,0.54,1
1180,base,interview,7/6/2020 13:01,1,2,1,1,2,22,2,2,6,17,Bengkulu,6,Bengkulu,3,-1,2,2,2,2,2,2,2,2,2,2,2,2,5,7,4,2,2,2,2,2,1,1,1,1,1,1,1,1,2,6,6,3,-1,1,4,3,3,3,3,3,11,12,82,,45,5,,7,24,20,5,75,15,3,304,,7/6/2020 13:07,1,0,15,15,0,0,2.01,87
1184,base,interview,7/6/2020 13:04,1,2,1,1,2,21,15,4,6,16,,6,bekasi,3,5,5,5,5,5,4,6,6,6,5,3,5,6,6,7,6,6,6,5,4,6,4,6,5,6,5,6,5,6,5,5,5,2,-1,-1,4,3,3,4,3,3,12,10,133,,102,,5,14,74,46,13,138,30,28,605,,7/6/2020 13:14,1,0,15,15,0,0,1.22,31
1187,base,interview,7/6/2020 13:04,1,2,1,1,2,23,50,4,1,1,,6,Batam,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,-1,-1,4,4,4,4,4,4,23,14,53,,58,,8,8,34,34,9,81,35,33,390,,7/6/2020 13:11,1,0,15,15,0,0,1.4,25
1189,base,interview,7/6/2020 13:06,1,2,1,1,2,18,25,2,6,16,,2,,3,3,4,4,1,1,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,5,2,-1,-1,4,3,3,3,3,3,120,25,118,,39,,31,12,50,34,9,119,22,35,614,,7/6/2020 13:16,1,0,15,15,0,0,0.98,6
1190,base,interview,7/6/2020 13:07,1,2,1,1,2,33,15,4,4,1,,6,Depok,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,7,7,2,-1,-1,4,3,2,3,1,2,42,16,99,,222,,30,17,39,74,4,60,54,34,691,,7/6/2020 13:18,1,0,15,15,0,0,0.98,8
1200,base,interview,7/6/2020 13:09,1,2,1,1,1,23,8,3,6,1,,1,,3,2,6,7,7,7,6,7,7,7,7,7,7,6,6,5,7,7,7,5,4,4,5,6,6,4,6,4,5,5,6,5,3,4,1,-1,4,2,3,3,2,1,11,11,90,14,48,,4,11,68,55,12,127,33,74,558,,7/6/2020 13:18,1,0,15,15,0,0,1.34,41
1203,base,interview,7/6/2020 13:10,1,2,1,1,1,18,10,2,6,2,,6,Depok,2,3,5,3,4,3,5,6,4,4,3,4,4,5,4,2,4,5,5,1,1,1,4,5,1,3,2,3,2,1,1,4,4,3,-1,1,4,4,4,4,4,4,484,10,45,,31,11,,7,25,17,5,154,26,13,379,,7/6/2020 13:24,1,0,15,15,0,0,1.67,39
1208,base,interview,7/6/2020 13:12,1,2,1,1,2,20,8,2,6,5,,6,Cirebon,1,5,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,3,-1,1,4,3,3,3,3,2,196,11,121,,39,55,,9,65,51,7,130,36,85,805,,7/6/2020 13:25,1,0,15,15,0,0,0.87,6
1216,base,interview,7/6/2020 13:17,1,2,1,1,2,29,6,4,4,1,,6,Sukabumi,1,5,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,7,7,3,-1,1,4,3,1,5,3,3,100,15,161,,79,40,,11,63,68,7,100,33,30,707,,7/6/2020 13:29,1,0,15,15,0,0,0.83,1
1219,base,interview,7/6/2020 13:21,1,2,1,1,2,19,3,3,6,1,,5,,3,-1,4,3,3,4,4,4,3,4,1,1,1,3,5,6,5,4,5,1,1,1,3,6,2,2,2,3,2,2,2,4,4,1,1,1,4,3,3,3,3,3,26,21,150,72,64,18,,8,79,20,13,103,43,16,633,,7/6/2020 13:32,1,0,15,15,0,0,1.08,13
1220,base,interview,7/6/2020 13:21,1,2,1,1,1,20,5,2,6,1,,4,,1,4,2,5,4,2,1,2,6,3,2,1,1,1,1,2,4,1,1,2,1,1,4,7,3,3,3,3,3,2,2,3,3,2,-1,-1,4,3,4,4,1,4,546,21,200,,151,,104,165,187,227,30,153,57,100,1204,,7/6/2020 13:54,1,0,15,15,0,0,0.35,0
1228,base,interview,7/6/2020 13:25,1,2,1,1,2,21,1.5,2,6,1,,6,Semarang,1,-1,3,5,1,1,1,1,7,6,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,7,2,1,1,7,7,1,1,1,4,3,1,3,1,1,133,23,140,55,63,29,,9,72,55,11,99,79,59,827,,7/6/2020 13:39,1,0,15,15,0,0,0.73,2
1229,base,interview,7/6/2020 13:28,1,2,1,1,2,20,5,2,6,1,,2,,1,3,7,7,6,6,6,6,7,6,5,6,5,5,4,5,5,5,5,5,5,4,3,5,4,5,4,4,4,4,5,4,4,1,1,1,4,3,3,4,3,3,261,15,142,85,94,77,,18,47,41,10,122,51,50,787,,7/6/2020 13:45,1,0,15,15,0,0,0.68,1
1230,base,interview,7/6/2020 13:29,1,2,1,1,2,24,10,4,2,9,,2,,1,1,7,7,7,2,1,5,6,2,1,1,2,6,2,1,7,3,2,1,1,1,1,3,1,1,1,1,1,1,2,5,5,1,1,1,4,3,4,4,3,4,424,12,69,13,53,9,,5,36,24,5,64,1478,9,366,,7/6/2020 14:05,1,0,15,15,0,0,1.59,39
1233,base,interview,7/6/2020 13:32,1,2,1,1,2,24,20,4,6,1,,1,,1,1,4,4,3,4,3,3,3,4,1,4,3,5,4,5,6,4,4,-1,-1,-1,-1,3,1,2,1,1,1,1,1,7,7,1,1,1,4,3,3,3,2,2,70,21,129,88,175,70,,24,71,86,8,114,22,43,921,,7/6/2020 13:47,1,0,15,15,0,0,0.67,2
1234,base,interview,7/6/2020 13:33,1,2,1,1,2,18,2.7,2,6,1,,4,,1,-1,-1,-1,2,3,6,2,5,7,6,7,7,6,7,6,7,6,7,6,4,4,7,6,4,3,3,4,5,4,3,5,5,1,1,1,4,2,2,5,2,3,61,12,109,32,67,14,,17,63,67,12,119,65,39,677,,7/6/2020 13:44,1,0,15,15,0,0,0.85,3
1242,base,interview,7/6/2020 13:43,1,2,1,1,2,19,5,2,6,1,,6,Brebes,2,4,3,5,7,7,7,7,7,7,6,2,5,6,3,4,6,5,6,5,4,5,5,6,5,5,4,3,3,4,4,4,4,4,1,-1,4,3,1,4,1,3,14,11,107,37,60,,8,7,47,48,7,68,26,8,448,,7/6/2020 13:50,1,0,15,15,0,0,1.55,35
1248,base,interview,7/6/2020 13:48,1,2,1,1,1,22,40,4,4,1,,6,Depok,3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,3,-1,1,4,5,5,5,5,5,13,7,89,,37,13,,15,33,15,5,63,21,23,334,,7/6/2020 13:54,1,0,15,15,0,0,1.71,36
1253,base,interview,7/6/2020 13:53,1,2,1,1,2,29,7,4,3,1,,1,,3,5,5,5,5,5,4,4,5,5,4,5,5,4,6,5,6,4,5,5,3,4,4,4,4,4,4,4,4,4,4,3,3,3,-1,1,4,2,2,4,2,4,87,19,80,,63,40,,16,70,62,12,115,20,31,615,,7/6/2020 14:04,1,0,15,15,0,0,0.85,3
1255,base,interview,7/6/2020 13:55,1,2,1,1,1,28,10,3,2,2,,6,Bogor,3,4,4,5,4,4,2,2,2,2,4,2,2,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7,6,4,1,-1,4,4,5,5,2,4,19,9,47,11,47,,6,10,27,29,6,66,16,26,319,,7/6/2020 14:00,1,0,15,15,0,0,1.8,48
1259,base,interview,7/6/2020 14:02,1,2,1,1,2,21,10,2,6,16,,6,Bekasi ,1,3,6,5,6,1,1,4,5,2,-1,1,1,2,5,2,7,-1,3,1,3,1,3,7,6,6,7,2,5,4,4,4,4,3,-1,1,4,5,5,5,5,5,16,12,443,,72,19,,18,93,32,6,153,20,17,901,,7/6/2020 14:17,1,0,15,15,0,0,1.13,15
1267,base,interview,7/6/2020 14:10,1,2,1,1,2,18,0.9,2,6,11,,6,Banjarmasin,1,1,5,6,6,4,4,4,7,5,5,4,4,6,6,6,7,7,7,6,5,7,5,5,4,4,5,5,5,4,2,2,2,3,-1,1,4,2,3,3,3,2,63,12,116,,62,4,,8,48,26,9,81,58,34,521,,7/6/2020 14:19,1,0,15,15,0,0,1.21,26
1274,base,interview,7/6/2020 14:21,1,2,1,1,2,20,2,2,6,1,,1,,1,6,7,6,6,5,4,4,3,4,5,4,4,6,4,3,5,4,4,3,5,3,3,7,3,5,4,7,6,4,4,4,4,4,1,-1,4,3,2,3,2,2,52,12,57,31,51,,23,6,39,43,11,55,40,35,455,,7/6/2020 14:28,1,0,15,15,0,0,1.21,14
1276,base,interview,7/6/2020 14:22,1,2,1,1,2,27,8,4,4,1,,6,Bogor,1,5,4,5,5,1,1,1,1,1,1,1,1,1,4,3,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,1,-1,4,4,4,4,4,4,3,12,93,55,84,,39,12,54,56,7,75,34,37,561,,7/6/2020 14:32,1,0,15,15,0,0,1.1,41
1277,base,interview,7/6/2020 14:24,1,2,1,1,2,25,20,4,2,1,,6,Lampung,1,5,6,7,7,5,5,5,6,5,4,3,3,6,4,3,6,3,4,4,3,3,3,4,3,3,3,3,3,4,3,5,5,4,1,-1,4,4,5,5,1,5,10,12,46,16,57,,10,11,44,76,8,90,37,17,434,,7/6/2020 14:31,1,0,15,15,0,0,1.54,31
1278,base,interview,7/6/2020 14:26,1,2,1,1,1,29,5,3,1,1,,6,Tarakan,1,4,6,7,6,3,3,6,7,3,2,4,6,7,4,6,7,5,5,4,1,2,4,6,2,2,2,2,2,2,2,7,7,2,-1,-1,4,4,4,4,4,4,36,11,90,,60,,27,18,49,53,6,75,25,15,465,,7/6/2020 14:33,1,0,15,15,0,0,1.17,10
1284,base,interview,7/6/2020 14:33,1,2,1,1,2,30,8,4,2,1,,3,,1,6,3,3,2,2,1,1,1,1,7,1,1,2,2,6,7,1,1,1,1,1,1,7,1,2,1,1,5,2,1,7,7,2,-1,-1,4,5,5,5,5,5,1048,12,93,,123,,30,21,71,28,5,140,84,13,655,,7/6/2020 15:01,1,0,15,15,0,0,0.97,11
1285,base,interview,7/6/2020 14:35,1,2,1,1,2,23,7,2,2,1,,6,Bogor,1,1,5,5,5,3,2,5,5,5,2,1,5,5,2,3,5,2,3,3,1,2,2,2,2,2,2,2,2,2,2,4,4,2,-1,-1,4,3,3,3,2,2,109,15,156,,95,,41,34,105,67,6,142,42,21,833,,7/6/2020 14:49,1,0,15,15,0,0,0.75,3
1286,base,interview,7/6/2020 14:38,1,2,1,1,1,35,40,4,2,16,,1,,3,5,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,7,3,-1,1,4,5,5,5,5,5,42,9,55,,40,22,,10,50,28,9,73,19,11,368,,7/6/2020 14:45,1,0,15,15,0,0,1.44,23
1289,base,interview,7/6/2020 14:45,1,2,1,1,2,21,10,2,6,16,,6,Makassar,1,1,4,4,6,6,3,5,6,7,3,3,6,5,2,2,4,1,1,1,1,1,1,5,1,3,1,2,1,2,1,4,4,2,-1,-1,4,3,3,3,3,3,48,17,103,,78,,25,27,49,45,7,86,45,49,579,,7/6/2020 14:55,1,0,15,15,0,0,0.89,3
1296,base,interview,7/6/2020 15:06,1,2,1,1,2,22,10,2,6,4,,6,Sumenep,1,3,5,3,2,1,2,2,1,2,1,1,1,1,1,1,5,1,1,5,1,1,2,1,1,1,1,1,1,1,1,7,7,3,-1,1,4,4,4,4,4,3,49,10,205,,48,29,,27,51,33,8,76,31,54,621,,7/6/2020 15:16,1,0,15,15,0,0,0.94,5
1298,base,interview,7/6/2020 15:06,1,2,1,1,2,35,22,5,2,1,,6,Pasuruan,1,5,4,3,3,3,3,3,3,3,3,3,3,3,1,3,5,2,2,2,1,1,5,4,1,1,1,1,1,1,1,6,6,3,-1,1,4,3,3,3,3,3,57,15,58,,55,25,,22,47,27,11,79,22,33,451,,7/6/2020 15:13,1,0,15,15,0,0,1.07,9
1301,base,interview,7/6/2020 15:11,1,2,1,1,2,29,4,4,4,17,Ogan,6,Lampung,3,5,5,7,6,1,1,1,1,3,4,1,1,1,7,4,7,4,4,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,7,7,4,1,-1,4,5,5,5,5,3,9,26,154,37,110,,30,15,82,54,8,199,34,39,797,,7/6/2020 15:24,1,0,15,15,0,0,0.93,11
1303,base,interview,7/6/2020 15:15,1,2,1,1,1,21,7,2,6,2,,3,,3,5,6,6,4,5,4,3,5,5,4,4,4,5,3,5,5,3,4,3,2,3,3,5,3,3,4,4,4,5,4,4,4,1,1,1,4,2,4,3,2,4,114,14,124,7,83,9,,14,60,87,10,85,17,27,651,,7/6/2020 15:26,1,0,15,15,0,0,1.19,23
1310,base,interview,7/6/2020 15:21,1,2,1,1,2,25,8,4,2,1,,5,,1,5,6,4,4,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,7,7,1,1,1,4,4,5,5,2,5,10,10,194,55,47,16,,14,58,62,9,402,35,9,921,,7/6/2020 15:37,1,0,15,15,0,0,1.21,23
1311,base,interview,7/6/2020 15:34,1,2,1,1,2,33,5,5,4,1,,6,Solo,1,4,6,5,6,1,2,2,2,5,2,1,1,1,4,7,6,7,2,4,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,4,5,3,5,4,3,10,18,96,77,82,20,,27,51,44,7,78,84,30,624,,7/6/2020 15:44,1,0,15,15,0,0,1.03,12
1319,base,interview,7/6/2020 15:41,1,2,1,1,2,23,2,4,2,3,,6,Padangsidimpuan,1,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,5,1,3,2,3,1,2,1,4,4,3,-1,1,4,3,3,3,2,2,364,20,482,,93,180,,23,132,71,14,753,41,119,1145,,7/6/2020 16:19,1,0,15,15,0,0,0.42,0
1321,base,interview,7/6/2020 15:42,1,2,1,1,2,37,5,4,4,1,,1,,1,5,6,6,4,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,-1,-1,4,5,5,5,5,5,51,8,78,,46,,28,37,49,30,8,108,28,55,526,,7/6/2020 15:51,1,0,15,15,0,0,1.04,9
1323,base,interview,7/6/2020 15:44,1,2,1,1,2,19,3.5,2,6,1,,6,Jombang,3,5,3,4,3,5,4,4,5,3,4,6,7,5,4,5,3,4,3,4,3,4,6,5,3,5,6,5,7,4,4,3,3,4,1,-1,4,3,3,4,3,3,70,16,47,12,27,,3,4,24,20,6,74,56,10,369,,7/6/2020 15:50,1,0,15,15,0,0,1.92,79
1326,base,interview,7/6/2020 15:48,1,2,1,1,2,19,10,2,6,4,,6,Jember,1,5,2,2,1,2,5,1,1,1,-1,-1,-1,2,-1,-1,3,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,7,7,3,-1,1,4,5,5,4,5,4,82,15,91,,49,22,,16,61,19,8,74,22,26,485,,7/6/2020 15:56,1,0,15,15,0,0,1.13,11
1327,base,interview,7/6/2020 15:51,1,2,1,1,2,39,20,4,2,1,,5,,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,3,-1,1,4,3,3,3,3,3,44,13,91,,51,33,,14,42,21,5,72,13,23,422,,7/6/2020 15:58,1,0,15,15,0,0,1.32,18
1330,base,interview,7/6/2020 15:59,1,2,1,1,2,20,1,2,6,6,,1,,1,5,5,2,1,1,1,1,1,1,1,1,1,1,1,2,7,5,1,1,1,1,3,4,2,3,2,3,3,2,1,4,4,2,-1,-1,4,4,4,4,4,4,46,22,117,,67,,9,22,67,25,12,72,67,17,543,,7/6/2020 16:08,1,0,15,15,0,0,1.13,18
1331,base,interview,7/6/2020 16:00,1,2,1,1,2,21,4,2,6,2,,2,,3,6,5,5,4,4,4,4,4,5,4,4,4,5,6,6,5,6,4,3,3,2,4,7,6,5,6,4,5,4,3,4,4,1,1,1,4,3,1,3,2,3,44,9,79,6,48,2,,8,38,25,5,57,21,7,349,,7/6/2020 16:06,1,0,15,15,0,0,1.8,85
1332,base,interview,7/6/2020 16:00,1,2,1,1,1,20,45,2,6,7,,1,,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,5,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,7,7,4,1,-1,4,5,5,5,5,5,43,9,91,24,58,,24,14,38,14,9,57,20,22,423,,7/6/2020 16:07,1,0,15,15,0,0,1.38,21
1333,base,interview,7/6/2020 16:01,1,2,1,1,2,22,40,2,6,11,,4,,1,5,1,1,1,2,1,1,1,1,1,1,1,1,2,3,6,2,1,1,1,1,2,3,1,1,1,1,1,1,1,7,7,4,1,-1,4,4,5,5,4,3,36,11,65,69,59,,15,9,55,51,12,103,27,35,547,,7/6/2020 16:10,1,0,15,15,0,0,1.09,9
1335,base,interview,7/6/2020 16:01,1,2,1,1,2,21,7,2,6,1,,6,Pasuruan,1,6,4,7,2,7,5,6,7,7,5,4,5,7,5,7,7,4,7,3,2,7,2,7,2,2,2,2,2,2,4,6,6,4,1,-1,4,2,4,4,1,4,38,11,66,40,54,,15,23,48,36,7,78,30,20,466,,7/6/2020 16:09,1,0,15,15,0,0,1.19,12
1340,base,interview,7/6/2020 16:13,1,2,1,1,2,39,12,4,2,16,,6,Depok,1,5,6,6,6,2,2,2,6,6,2,2,2,2,2,3,6,2,2,2,1,1,2,1,1,1,1,1,1,1,1,7,7,2,-1,-1,4,3,3,3,1,3,15,12,90,,59,,20,36,71,49,6,125,37,31,551,,7/6/2020 16:22,1,0,15,15,0,0,1.09,10
1342,base,interview,7/6/2020 16:19,1,2,1,1,2,21,5,2,6,6,,6,PEKANBARU,1,5,2,2,2,-1,-1,-1,-1,-1,4,-1,-1,-1,3,6,7,-1,-1,-1,-1,-1,-1,4,-1,2,-1,-1,1,-1,-1,6,6,2,-1,-1,2,4,4,4,2,2,36,27,117,,82,,48,20,78,72,8,132,99,62,781,,7/6/2020 16:32,1,0,15,15,0,0,0.68,0
1347,base,interview,7/6/2020 16:27,1,2,1,1,1,21,25,2,6,8,,6,Medan,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,7,3,-1,1,4,5,5,3,2,2,38,23,452,,28,10,,7,33,32,7,54,16,16,716,,7/6/2020 16:39,1,0,15,15,0,0,1.49,30
1348,base,interview,7/6/2020 16:27,1,2,1,1,2,19,6,2,6,1,,1,,4,6,4,3,5,5,1,1,5,4,1,3,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,4,3,3,4,1,2,136,33,103,11,70,13,,11,62,61,9,123,51,124,807,,7/6/2020 16:41,1,0,15,15,0,0,0.95,10
1349,base,interview,7/6/2020 16:29,1,2,1,1,2,28,25,4,2,1,,6,Denpasar,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,3,3,3,3,3,50,15,70,13,52,10,,20,48,42,8,95,19,33,475,,7/6/2020 16:37,1,0,15,15,0,0,1.25,16
1355,base,interview,7/6/2020 16:48,1,2,1,1,2,22,5,4,2,1,,6,Gresik,1,1,4,3,3,3,5,6,6,5,1,2,4,7,6,7,6,6,5,1,1,1,4,4,6,6,1,1,1,1,1,6,6,4,1,-1,4,3,1,5,1,2,156,10,99,33,58,,50,19,68,36,7,70,28,77,711,,7/6/2020 17:00,1,0,15,15,0,0,0.91,5
1357,base,interview,7/6/2020 16:51,1,2,1,1,2,19,2.3,2,6,1,,4,,1,5,1,1,1,1,1,2,4,2,1,1,1,1,3,7,4,2,1,1,1,1,1,4,1,1,1,1,1,1,1,7,7,4,1,-1,4,3,3,3,2,2,178,14,90,70,48,,52,9,84,45,32,88,20,41,771,,7/6/2020 17:04,1,0,15,15,0,0,0.87,6
1360,base,interview,7/6/2020 16:55,1,2,1,1,2,27,7,4,1,2,,3,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,3,-1,1,4,4,4,4,4,4,91,23,156,,97,23,,9,74,57,10,127,112,14,793,,7/6/2020 17:08,1,0,15,15,0,0,0.85,7
1361,base,interview,7/6/2020 16:57,1,2,1,1,2,25,15,5,2,1,,6,Bogor,3,3,5,3,5,4,4,4,4,5,3,4,5,5,1,6,6,4,4,2,1,1,3,2,2,2,5,4,3,4,4,7,7,3,-1,1,4,3,3,3,3,2,48,23,159,,83,77,,48,74,57,8,293,38,42,950,,7/6/2020 17:13,1,0,15,15,0,0,0.64,0
1362,base,interview,7/6/2020 16:59,1,2,1,1,2,22,3,3,2,2,,3,,1,5,4,5,6,3,3,6,6,6,4,4,5,7,5,5,6,6,6,4,1,1,1,4,2,2,2,5,4,6,-1,6,6,1,1,1,4,2,1,4,1,2,15,19,88,14,75,5,,11,85,50,9,127,47,57,602,,7/6/2020 17:09,1,0,15,15,0,0,1.21,24
1365,base,interview,7/6/2020 17:01,1,2,1,1,1,19,5,2,2,1,,1,,1,5,4,3,6,3,5,4,4,5,3,3,3,3,3,6,5,6,5,3,2,2,3,3,3,4,2,2,2,1,1,6,6,1,1,1,4,3,2,4,3,4,24,11,56,18,58,15,,13,35,33,7,48,32,19,369,,7/6/2020 17:07,1,0,15,15,0,0,1.41,20
1367,base,interview,7/6/2020 17:01,1,2,1,1,2,21,6,2,6,5,,2,,1,1,5,6,4,5,4,6,6,6,5,2,4,4,2,2,5,4,4,3,3,3,3,5,3,3,3,3,3,2,2,4,4,1,1,1,4,3,3,3,3,3,27,12,72,12,61,12,,13,61,31,7,121,28,11,468,,7/6/2020 17:09,1,0,15,15,0,0,1.41,22
1369,base,interview,7/6/2020 17:02,1,2,1,1,2,18,2,2,6,1,,1,,1,6,3,2,5,4,4,6,6,7,6,4,6,7,7,7,7,6,7,4,1,1,4,5,1,1,1,5,5,1,7,5,5,1,1,1,4,3,2,4,2,4,48,18,105,38,49,23,,14,61,33,9,81,39,38,556,,7/6/2020 17:11,1,0,15,15,0,0,0.94,3
1370,base,interview,7/6/2020 17:02,1,2,1,1,2,20,2,2,6,1,,6,Padang,1,5,7,7,7,7,5,7,7,7,7,4,7,7,7,7,7,6,5,5,6,3,7,7,7,6,5,5,5,5,4,6,6,2,-1,-1,4,3,2,4,1,3,81,12,75,,50,,55,14,51,51,17,82,45,23,556,,7/6/2020 17:11,1,0,15,15,0,0,0.93,5
1371,base,interview,7/6/2020 17:03,1,2,1,1,2,28,2,4,4,16,,6,Sampit,1,6,1,1,1,1,1,1,1,1,1,1,1,1,5,1,7,1,1,5,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,4,5,5,2,1,2,12,8,85,52,52,12,,12,27,43,6,66,11,13,399,,7/6/2020 17:10,1,0,15,15,0,0,1.66,35
1372,base,interview,7/6/2020 17:04,1,2,1,1,2,18,1,2,5,1,,1,,1,5,2,1,1,4,1,3,4,4,4,5,5,5,1,5,3,4,7,6,6,2,7,6,5,5,6,3,3,6,6,3,3,1,1,1,4,3,3,3,3,3,109,17,133,54,117,99,,19,85,31,14,115,56,70,842,,7/6/2020 17:19,1,0,15,15,0,0,0.64,2
1373,base,interview,7/6/2020 17:04,1,2,1,1,2,22,7,2,3,1,,2,,1,6,5,1,3,1,1,1,1,1,1,2,2,4,7,7,5,3,3,6,1,1,1,1,1,2,1,1,1,1,1,3,3,2,-1,-1,4,3,3,3,3,3,230,20,132,,78,,23,9,78,52,10,95,55,10,792,,7/6/2020 17:17,1,0,15,15,0,0,1,12
1374,base,interview,7/6/2020 17:05,1,2,1,1,2,21,2.25,4,6,1,,6,Jawa Tengah,2,5,5,6,6,4,2,2,6,5,1,3,4,6,2,7,7,1,5,3,1,1,6,3,1,1,1,1,1,1,1,7,7,3,-1,1,4,2,1,5,4,3,32,17,111,,64,24,,7,47,38,8,107,41,7,503,,7/6/2020 17:13,1,0,15,15,0,0,1.21,20
1375,base,interview,7/6/2020 17:09,1,2,1,1,1,19,22,2,6,2,,2,,1,6,4,2,3,3,1,2,2,1,1,1,1,2,1,1,7,1,1,6,1,1,2,1,1,1,1,1,1,1,1,7,7,4,1,-1,4,5,5,5,5,5,40,16,88,25,65,,20,10,42,40,9,77,34,7,473,,7/6/2020 17:17,1,0,15,15,0,0,1.25,20
1376,base,interview,7/6/2020 17:10,1,2,1,1,2,19,3,2,6,1,,6,Purbalingga,1,-1,7,7,7,5,6,7,4,7,7,7,6,7,7,7,5,7,7,6,6,6,3,3,3,3,5,5,5,2,-1,7,7,2,-1,-1,4,2,4,5,4,5,102,9,51,,64,,11,8,43,31,5,56,25,4,409,,7/6/2020 17:16,1,0,15,15,0,0,1.61,53
1379,base,interview,7/6/2020 17:14,1,2,1,1,2,23,5,3,2,2,,3,,1,5,-1,4,7,7,4,7,7,6,4,6,5,5,4,7,7,6,4,4,1,2,4,4,2,4,4,3,1,3,1,7,7,2,-1,-1,4,2,4,4,2,3,61,14,49,,45,,8,12,38,31,4,55,18,17,352,,7/6/2020 17:20,1,0,15,15,0,0,1.6,35
1382,base,interview,7/6/2020 17:17,1,2,1,1,1,40,4,3,2,16,,6,Tangerang Selatan,3,5,2,3,2,2,2,2,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,-1,-1,4,4,3,3,3,3,19,14,83,,42,,33,12,42,31,10,62,27,14,389,,7/6/2020 17:24,1,0,15,15,0,0,1.32,18
1383,base,interview,7/6/2020 17:18,1,2,1,1,2,20,5,2,6,1,,6,Bangkalan,1,4,2,4,3,6,4,6,7,6,3,1,5,4,7,7,7,7,7,4,2,4,2,7,4,4,4,6,4,7,5,3,3,4,1,-1,4,1,3,4,3,3,78,23,112,58,56,,40,21,100,38,9,80,33,52,700,,7/6/2020 17:30,1,0,15,15,0,0,0.79,2
